﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0wwPcA6wtMf6HUMpIRdeP7","Hotline Bling","Drake","Views","1","20","267066","spotify:user:gianvitot","2019-07-24T10:10:45Z"
"spotify:track:4Dhx5eBxQbZwN5GJICCDzq","Rise Up","Yves Larock","Rise Up","1","1","168453","spotify:user:gianvitot","2019-07-24T10:12:06Z"
"spotify:track:79Scr6iQiMOJ8k2BJHGT2A","This Is Us","Mark Knopfler, Emmylou Harris","All The Roadrunning","1","3","275813","spotify:user:gianvitot","2019-07-24T10:12:49Z"
"spotify:track:4lHQCzdK3VdYQvQZnnRouG","Alone Again (Naturally)","Gilbert O'Sullivan","Back to Front (Deluxe Edition)","1","15","217728","spotify:user:gianvitot","2019-10-17T09:10:32Z"
"spotify:track:6JVGVkqRnOonDE4VQd1Qp9","Tutto quello che un uomo","Sergio Cammariere","Dalla pace del mare lontano","1","1","250253","spotify:user:gianvitot","2019-11-10T17:39:10Z"
"spotify:track:2avKuMN2QXkaG9vvHa2JLt","Take A Look Around","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","1","10","321040","spotify:user:gianvitot","2019-11-10T17:40:00Z"
"spotify:track:0COqiPhxzoWICwFCS4eZcp","Bring Me To Life","Evanescence","Fallen","1","2","235893","spotify:user:gianvitot","2019-11-10T17:40:18Z"
"spotify:track:5RvCpd2obakLvY1HFJOOYJ","Giudizi universali","Samuele Bersani","Samuele Bersani","1","1","235693","spotify:user:gianvitot","2019-11-10T17:46:38Z"
"spotify:track:3sTc75CCyIw4FPs6cXkOe7","Save Room","John Legend","Once Again","1","1","235666","spotify:user:gianvitot","2019-11-10T17:48:37Z"
"spotify:track:47beJVxmWulLY7eI8ulDb9","Cupid's Chokehold / Breakfast in America","Gym Class Heroes","00s Hits","1","51","236066","spotify:user:gianvitot","2019-11-10T17:53:01Z"
"spotify:track:7wZUrN8oemZfsEd1CGkbXE","Bleeding Love","Leona Lewis","Spirit","1","1","262466","spotify:user:gianvitot","2019-11-10T17:59:01Z"
"spotify:track:2LM2JJj3hQLCZRQFu1xu02","Non mi avrete mai","Inoki","Fabiano detto Inoki","1","16","232986","spotify:user:gianvitot","2019-11-10T18:02:52Z"
"spotify:track:3BcH252CGECgOWfKBjAaBC","It's A Man's, Man's, Man's World","James Brown","It's A New Day - Let A Man Come In","1","5","175853","spotify:user:gianvitot","2019-11-10T18:06:17Z"
"spotify:track:5zyrEv4F3FaLECI8TOKpFM","Nel Blu Dipinto Di Blu","Domenico Modugno","Nel Blu Dipinto Di Blu","1","1","219120","spotify:user:gianvitot","2019-11-10T18:07:14Z"
"spotify:track:57qOMZrbvnYyPRLodmnQk8","L'isola che non c'è","Edoardo Bennato","Sono Solo Canzonette","1","5","240506","spotify:user:gianvitot","2019-11-10T18:07:40Z"
"spotify:track:1KZyVnyptQcPzkx7ELCnZC","Hold Back The River","James Bay","Chaos And The Calm","1","2","238746","spotify:user:gianvitot","2019-11-10T18:08:30Z"
"spotify:track:7GJClzimvMSghjcrKxuf1M","Budapest","George Ezra","Wanted on Voyage","1","2","200720","spotify:user:gianvitot","2019-11-10T18:08:52Z"
"spotify:track:4EsU1itX1LEPptKwjhGbVl","Oggi Sono Io","Alex Britti","it.pop","1","12","228986","spotify:user:gianvitot","2019-11-10T18:11:02Z"
"spotify:track:6P7CGwIMruLWna0QvN14DB","Fotoricordo","Gemelli Diversi","Reality Show","1","14","237306","spotify:user:gianvitot","2019-11-10T18:11:44Z"
"spotify:track:7e124Ufisf2zAHIoEiUwjq","Sangue di drago","Rancore","Musica per bambini","1","5","329080","spotify:user:gianvitot","2019-11-10T18:13:25Z"
"spotify:track:7BHPGtpuuWWsvE7cCaMuEU","Naive","The Kooks","Inside In / Inside Out","1","9","203506","spotify:user:gianvitot","2019-11-10T18:14:17Z"
"spotify:track:38zsOOcu31XbbYj9BIPUF1","Your Song","Elton John","Elton John","1","1","241786","spotify:user:gianvitot","2019-11-10T18:16:28Z"
"spotify:track:5rb9QrpfcKFHM1EUbSIurX","Yeah! (feat. Lil Jon & Ludacris)","Usher, Lil Jon, Ludacris","Confessions (Expanded Edition)","1","2","250373","spotify:user:gianvitot","2019-11-10T18:18:33Z"
"spotify:track:4RL77hMWUq35NYnPLXBpih","Skinny Love","Birdy","Birdy","1","2","201080","spotify:user:gianvitot","2019-11-10T18:19:36Z"
"spotify:track:4dyx5SzxPPaD8xQIid5Wjj","Young Folks","Peter Bjorn and John","Writer's Block","1","3","276693","spotify:user:gianvitot","2019-11-10T18:21:45Z"
"spotify:track:4kP69y3GKHi9tXckfgp4bK","For Once In My Life","Stevie Wonder","For Once In My Life","1","1","169800","spotify:user:gianvitot","2019-11-10T18:22:07Z"
"spotify:track:6OtCIsQZ64Vs1EbzztvAv4","Good Life","OneRepublic","Waking Up","1","6","253306","spotify:user:gianvitot","2019-11-10T18:24:48Z"
"spotify:track:7sapKrjDij2fpDVj0GxP66","She Will Be Loved","Maroon 5","Songs About Jane","1","4","257133","spotify:user:gianvitot","2019-11-10T18:26:40Z"
"spotify:track:6SXy02aTZU3ysoGUixYCz0","Maybe Tomorrow","Stereophonics","You Gotta Go There To Come Back","1","2","272946","spotify:user:gianvitot","2019-11-10T18:28:14Z"
"spotify:track:3dZa4cqfnAOm154H601RbY","Aerial Boundaries","Michael Hedges","Aerial Boundaries","1","1","280893","spotify:user:gianvitot","2019-11-10T18:29:25Z"
"spotify:track:225xvV8r1yKMHErSWivnow","I Don't Want to Miss a Thing - From "Armageddon" Soundtrack","Aerosmith","Armageddon - The Album","1","1","298760","spotify:user:gianvitot","2019-11-10T18:30:44Z"
"spotify:track:08Vij9GYqUjyAgSvcJxWW6","Chariot","Gavin DeGraw","Finest Hour: The Best of Gavin DeGraw","1","5","240560","spotify:user:gianvitot","2019-11-10T18:31:00Z"
"spotify:track:0gmbgwZ8iqyMPmXefof8Yf","How You Remind Me","Nickelback","Silver Side Up","1","2","223840","spotify:user:gianvitot","2019-11-10T18:31:33Z"
"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","In the End","Linkin Park","Hybrid Theory (Bonus Edition)","1","8","216880","spotify:user:gianvitot","2019-11-10T18:34:04Z"
"spotify:track:7MMJa7cjMadOSR6CFWvB1x","La musica non c'è","Coez","Faccio un casino","1","6","222786","spotify:user:gianvitot","2019-11-10T18:47:48Z"
"spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l","It's My Life","Bon Jovi","Crush","1","1","224493","spotify:user:gianvitot","2019-11-10T18:51:48Z"
"spotify:track:6JRLFiX9NJSoRRKxowlBYr","Is This Love","Bob Marley & The Wailers","Kaya","1","3","232200","spotify:user:gianvitot","2019-11-10T18:53:53Z"
"spotify:track:61dCUoMCg28qEBzrW6htYM","Rather Be (feat. Jess Glynne)","Clean Bandit, Jess Glynne","New Eyes","1","4","227833","spotify:user:gianvitot","2019-11-10T18:54:52Z"
"spotify:track:3B7udSGy2PfgoCniMSb523","I See Fire - From "The Hobbit - The Desolation Of Smaug"","Ed Sheeran","The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition)","1","28","300840","spotify:user:gianvitot","2019-11-10T18:57:48Z"
"spotify:track:4DSiwBbHVEQV0pb7vWPPkZ","You You You","James Kakande","My Little Red Bag","1","12","242453","spotify:user:gianvitot","2019-11-12T12:52:15Z"
"spotify:track:79RUMZfMNMpqZnswovvTqv","Wonderwall","Oasis","(What's the Story) Morning Glory?","1","3","258906","spotify:user:gianvitot","2019-11-17T13:54:19Z"
"spotify:track:6HSXNV0b4M4cLJ7ljgVVeh","Knockin' On Heaven's Door","Bob Dylan","Pat Garrett & Billy The Kid [Soundtrack From The Motion Picture) (Remastered]","1","7","149880","spotify:user:gianvitot","2019-12-01T14:29:10Z"
"spotify:track:2KH16WveTQWT6KOG9Rg6e2","Eye of the Tiger","Survivor","Rocky IV","1","4","245640","spotify:user:gianvitot","2020-02-02T14:59:57Z"
"spotify:track:0CnD7Hiw6pae6rLsZw5q5W","Incomplete","Backstreet Boys","Never Gone","1","1","239586","spotify:user:gianvitot","2020-02-02T15:00:26Z"
"spotify:track:3bidbhpOYeV4knp8AIu8Xn","Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis","The Heist","1","2","258342","spotify:user:gianvitot","2020-02-02T15:01:19Z"
"spotify:track:1iTb2vi8Bls7QY6CKL2gj2","Through The Fire And Flames","DragonForce","Killer Elite","1","1","439213","spotify:user:gianvitot","2020-02-02T15:03:12Z"
"spotify:track:1LhMopPAallLeaeNutqbgS","Say Something","Justin Timberlake, Chris Stapleton","Man of the Woods","1","9","278893","spotify:user:gianvitot","2020-02-02T15:09:18Z"
"spotify:track:28O4QR1TELuXdcnVw9Q6Kt","Tubthumping - Radio Edit","Chumbawamba","Birthday Party","1","26","213226","spotify:user:gianvitot","2020-02-02T15:25:56Z"
"spotify:track:7zkLpY72g6lKQbiHDqri1S","Sunrise","Norah Jones","Feels Like Home","1","1","200626","spotify:user:gianvitot","2020-02-02T15:28:37Z"
"spotify:track:25IiYDzpCGCFA1KhnyMFZv","Se tu non torni","Miguel Bosé","Sotto Il Segno Di Caino","1","1","284066","spotify:user:gianvitot","2020-02-02T15:31:04Z"
"spotify:track:6PypGyiu0Y2lCDBN1XZEnP","Everybody Hurts","R.E.M.","Automatic For The People","1","4","320266","spotify:user:gianvitot","2020-02-02T15:33:06Z"
"spotify:track:1vxw6aYJls2oq3gW0DujAo","Crazy","Gnarls Barkley","St. Elsewhere","1","2","177466","spotify:user:gianvitot","2020-02-02T15:33:25Z"
"spotify:track:0BV7ICRTzqR0VnXwnOS4ZR","Estate","Negramaro","Mentre tutto scorre (Deluxe Version)","1","6","178226","spotify:user:gianvitot","2020-02-02T15:36:03Z"
"spotify:track:3qiyyUfYe7CRYLucrPmulD","Baba O'Riley","The Who","Who's Next","1","1","300400","spotify:user:gianvitot","2020-02-02T15:38:28Z"
"spotify:track:4KFM3A5QF2IMcc6nHsu3Wp","Englishman In New York","Sting","...Nothing Like The Sun","1","3","267266","spotify:user:gianvitot","2020-02-02T15:42:46Z"
"spotify:track:4fXGWiVhlOLdhwRDP6pIFG","Lemon Tree","Fools Garden","Dish Of The Day","1","3","191026","spotify:user:gianvitot","2020-02-02T15:43:50Z"
"spotify:track:0zRtBDhwtIFTfoK2HuURbM","Raindrops Keep Fallin' On My Head","B.J. Thomas","Raindrops Keep Fallin' On My Head","1","2","184493","spotify:user:gianvitot","2020-02-02T15:44:50Z"
"spotify:track:3Lk7RWStfLaHG7lXsuS87j","One","Mary J. Blige, U2","The Breakthrough","1","16","260466","spotify:user:gianvitot","2020-02-02T15:46:17Z"
"spotify:track:2bYLru2w0NKtCDiFPgALFE","Se telefonando","Mina","Studio Uno '66","1","7","182480","spotify:user:gianvitot","2020-02-02T15:48:30Z"
"spotify:track:0TDLuuLlV54CkRRUOahJb4","Titanium (feat. Sia)","David Guetta","Nothing but the Beat (Ultimate Edition)","1","1","245040","spotify:user:gianvitot","2020-02-02T15:50:19Z"
"spotify:track:0QKfiqpEU4h9ycPSzIFwYe","Maniac","Michael Sembello","Flashdance (Original Soundtrack From The Motion Picture)","1","10","244706","spotify:user:gianvitot","2020-02-02T15:50:36Z"
"spotify:track:4h8VwCb1MTGoLKueQ1WgbD","Wake Me Up","Avicii","True","1","1","247426","spotify:user:gianvitot","2020-02-02T15:50:57Z"
"spotify:track:1FHNctV68GUNLgXclG2DtR","Dancing in the Moonlight","Toploader","Dancing In The Moonlight: The Best Of Toploader","1","1","233373","spotify:user:gianvitot","2020-02-02T15:51:35Z"
"spotify:track:66S14BkJDxgkYxLl5DCqOz","I'm Gonna Be (500 Miles)","The Proclaimers","Finest","1","1","219466","spotify:user:gianvitot","2020-02-02T15:52:46Z"
"spotify:track:3cfOd4CMv2snFaKAnMdnvK","All Star","Smash Mouth","Astro Lounge","1","5","200373","spotify:user:gianvitot","2020-02-02T15:53:26Z"
"spotify:track:1CtKHwDqsH3ctcCCI18N0g","Everybody Needs Somebody to Love","The Blues Brothers","The Blues Brothers: Original Soundtrack Recording","1","5","203453","spotify:user:gianvitot","2020-02-02T15:59:50Z"
"spotify:track:3ZffCQKLFLUvYM59XKLbVm","Wake Me up When September Ends","Green Day","American Idiot","1","7","285653","spotify:user:gianvitot","2020-02-02T16:00:24Z"
"spotify:track:3NLrRZoMF0Lx6zTlYqeIo4","Here Without You","3 Doors Down","Away From The Sun","1","6","238560","spotify:user:gianvitot","2020-02-02T16:00:57Z"
"spotify:track:77loZpT5Y5PRP1S451P9Yz","The Reason","Hoobastank","The Reason (15th Anniversary Deluxe)","1","8","232800","spotify:user:gianvitot","2020-02-02T16:01:19Z"
"spotify:track:1ibeKVCiXORhvUpMmtsQWq","Pieces","Sum 41","Chuck","1","11","182040","spotify:user:gianvitot","2020-02-02T16:01:55Z"
"spotify:track:6RX5iL93VZ5fKmyvNXvF1r","Irreplaceable","Beyoncé","B'Day Deluxe Edition","1","2","227853","spotify:user:gianvitot","2020-02-02T16:02:49Z"
"spotify:track:6b2oQwSGFkzsMtQruIWm2p","Creep","Radiohead","Pablo Honey","1","2","238640","spotify:user:gianvitot","2020-02-02T16:03:13Z"
"spotify:track:2IZZqH4K02UIYg5EohpNHF","Zombie","The Cranberries","No Need To Argue","1","4","306426","spotify:user:gianvitot","2020-02-02T16:03:55Z"
"spotify:track:3i2BVheWF3DueqfFKPuhOW","Domani","Articolo 31, Paola Folli","Così Com' è","1","6","306626","spotify:user:gianvitot","2020-02-02T16:04:43Z"
"spotify:track:13Xckcuw0bUlY2skp5uMlJ","Piu' Forte Delle Bombe","Colle Der Fomento","Anima E Ghiaccio","1","5","258853","spotify:user:gianvitot","2020-02-02T16:05:45Z"
"spotify:track:0gPQTLaqHDgdupKEok7J2x","7 Days","Craig David","Born to Do It","1","4","235133","spotify:user:gianvitot","2020-02-02T16:05:58Z"
"spotify:track:39qYD4J4BKvZMQgxfXl5bv","Eye In The Sky","The Alan Parsons Project","Eye In The Sky (Expanded Edition)","1","2","276280","spotify:user:gianvitot","2020-02-02T16:13:57Z"
"spotify:track:0bLRXQaWzmSXRXPmP6JnEF","Don't Cry for Me Argentina","Madonna","Evita: The Complete Motion Picture Music Soundtrack","1","16","331466","spotify:user:gianvitot","2020-02-02T16:16:39Z"
"spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA","Drops of Jupiter","Train","Drops Of Jupiter","1","3","259933","spotify:user:gianvitot","2020-02-23T16:54:48Z"
"spotify:track:4iVVU8DyQvOVsKafv3KWIF","Leave a Light On","Tom Walker","What a Time To Be Alive","1","2","185863","spotify:user:gianvitot","2020-02-23T16:55:49Z"
"spotify:track:7xq4NAM0ukz7QqK0cBqpzt","Just Feel Better (feat. Steven Tyler)","Santana, Steven Tyler","Ultimate Santana","1","14","252306","spotify:user:gianvitot","2020-02-23T16:56:29Z"
"spotify:track:1qCQTy0fTXerET4x8VHyr9","What A Wonderful World","Louis Armstrong","What A Wonderful World","1","1","137520","spotify:user:gianvitot","2020-02-23T16:56:48Z"
"spotify:track:3ibKnFDaa3GhpPGlOUj7ff","Let Me Love You","Mario","Let Me Love You","1","1","256733","spotify:user:gianvitot","2020-02-23T16:57:32Z"
"spotify:track:5Nm9ERjJZ5oyfXZTECKmRt","Stay With Me","Sam Smith","In The Lonely Hour","1","3","172723","spotify:user:gianvitot","2020-02-23T16:58:34Z"
"spotify:track:0ARK753YaiJbpLUk7z5yIM","Dilemma","Nelly, Kelly Rowland","Nellyville","1","10","289160","spotify:user:gianvitot","2020-02-23T16:58:57Z"
"spotify:track:2igwFfvr1OAGX9SKDCPBwO","Empire State Of Mind","JAY-Z, Alicia Keys","The Blueprint 3","1","5","276920","spotify:user:gianvitot","2020-02-23T16:59:27Z"
"spotify:track:3p7cBuKJZptTsumpOxOxo9","Almeno tu nell'universo - Original Version","Mia Martini","Martini Mia...","1","1","306076","spotify:user:gianvitot","2020-02-23T17:00:53Z"
"spotify:track:2ZwcnFDvQueNemTt89qCom","Fai rumore","Diodato","Che vita meravigliosa","1","4","216140","spotify:user:gianvitot","2020-02-23T17:01:20Z"
"spotify:track:5QpaGzWp0hwB5faV8dkbAz","Wherever You Will Go","The Calling","Camino Palmero","1","3","208600","spotify:user:gianvitot","2020-02-23T17:02:25Z"
"spotify:track:5KHVl8m4ECBouopqWarPn1","Lontano Dal Tuo Sole","Neffa","Sognando Contromano","1","2","220506","spotify:user:gianvitot","2020-02-23T17:03:28Z"
"spotify:track:3S0OXQeoh0w6AY8WQVckRW","I'm Yours","Jason Mraz","We Sing. We Dance. We Steal Things.","1","2","242186","spotify:user:gianvitot","2020-02-23T17:04:06Z"
"spotify:track:2Foc5Q5nqNiosCNqttzHof","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Daft Punk, Pharrell Williams, Nile Rodgers","Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit]","1","1","248413","spotify:user:gianvitot","2020-02-23T17:06:32Z"
"spotify:track:7bBEDtVmP86Zli3NmBV17y","When Did Your Heart Go Missing?","Rooney","Calling The World","1","2","213333","spotify:user:gianvitot","2020-02-23T17:07:04Z"
"spotify:track:2oVoSgGAlog02WQ2pLCxcT","Now You're Gone (feat. Zara Larsson)","Tom Walker, Zara Larsson","What a Time To Be Alive","1","5","212141","spotify:user:gianvitot","2020-03-08T16:22:08Z"
"spotify:track:01LZc2mZVx7C9r5llieTF4","Gli Ostacoli Del Cuore","Elisa, Ligabue","Caterpillar - iTunes Version","1","3","269200","spotify:user:gianvitot","2020-03-08T16:24:17Z"
"spotify:track:0azC730Exh71aQlOt9Zj3y","This Is What You Came For","Calvin Harris, Rihanna","This Is What You Came For","1","1","222160","spotify:user:gianvitot","2020-03-08T16:25:07Z"
"spotify:track:4QlzkaRHtU8gAdwqjWmO8n","Friday I'm In Love","The Cure","Wish","1","7","215160","spotify:user:gianvitot","2020-03-08T19:20:35Z"
"spotify:track:1jF7IL57ayN4Ity3jQqGu0","Try","P!nk","The Truth About Love","1","3","247906","spotify:user:gianvitot","2020-03-08T19:31:07Z"
"spotify:track:6cPahEFyLHxt8tEewgj6Vu","I Love You Baby","Due Di Picche","C'eravamo tanto odiati","1","5","257346","spotify:user:gianvitot","2020-03-08T19:54:41Z"
"spotify:track:7IWChInnDwkFuyYlvG0qyT","Non è vero mai","Alex Britti & Bianca Atzei","Non è vero mai","1","1","224160","spotify:user:gianvitot","2020-03-09T13:02:17Z"
"spotify:track:26dDFoUBm8PDd7veLrGfxG","Ricomincio da qui","Malika Ayane","Grovigli","1","1","202426","spotify:user:gianvitot","2020-03-28T12:37:21Z"
"spotify:track:3RaNzsJwmXX6IXSvKO3kuX","Girasoli","Dutch Nazari","Ce lo chiede l'Europa","1","10","181626","spotify:user:gianvitot","2020-03-28T12:37:36Z"
"spotify:track:0gcjc7Vt5xtcfmJgf6g2IO","When You Say Nothing At All","Ronan Keating","Ronan","1","6","256826","spotify:user:gianvitot","2020-03-28T12:44:43Z"
"spotify:track:2PLi7OmleXPNBrGLon3sUy","Sweet Disposition","The Temper Trap","Conditions","1","3","234360","spotify:user:gianvitot","2020-03-28T12:45:12Z"
"spotify:track:4wtHbIS26FOtpjMkaQQ8Zk","Kiss The Rain","Billie Myers","Growing, Pains","1","1","270160","spotify:user:gianvitot","2020-03-28T12:46:35Z"
"spotify:track:2XU0oxnq2qxCpomAAuJY8K","Dance Monkey","Tones And I","Dance Monkey (Stripped Back) / Dance Monkey","1","2","209438","spotify:user:gianvitot","2020-03-28T12:48:02Z"
"spotify:track:2AEpZqVzhE9w5soqgqDteN","I Dreamed A Dream - Live","Ruthie Henshall","Les Misérables (10th Anniversary Concert Live at Royal Albert Hall)","1","5","278693","spotify:user:gianvitot","2020-03-28T12:50:48Z"
"spotify:track:1sTsuZTdANkiFd7T34H3nb","Human","The Killers","Day & Age (Bonus Tracks)","1","2","245373","spotify:user:gianvitot","2020-03-30T14:10:23Z"
